id,license,rightsHolder,accessRights,institutionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,dataGeneralizations,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,occurrenceStatus,organismID,organismName,organismScope,eventID,samplingProtocol,startDayOfYear,endDayOfYear,locality,scientificNameID,scientificName,kingdom,vernacularName
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34077_2013-11-08T23,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 14 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34077_2013-11-08T23,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34077_2013-11-08T23,,SAF.SAF,1,,,present,SSST-34077,SSST-34077,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34077_2013-11-08T23,acoustic detection,2013-11-08T23,2013-11-08T23,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-08T23,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 11 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-08T23,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-08T23,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-08T23,acoustic detection,2014-03-08T23,2014-03-08T23,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T12,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 5 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T12,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T12,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T12,acoustic detection,2014-03-09T12,2014-03-09T12,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T13,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 9 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T13,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T13,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-03-09T13,acoustic detection,2014-03-09T13,2014-03-09T13,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T22,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 5 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T22,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T22,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T22,acoustic detection,2014-06-23T22,2014-06-23T22,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T23,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 5 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T23,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T23,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-23T23,acoustic detection,2014-06-23T23,2014-06-23T23,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T0,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 9 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T0,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T0,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T0,acoustic detection,2014-06-24T0,2014-06-24T0,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T15,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T15,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T15,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-06-24T15,acoustic detection,2014-06-24T15,2014-06-24T15,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-11T14,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-11T14,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-11T14,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-11T14,acoustic detection,2014-11-11T14,2014-11-11T14,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T16,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T16,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T16,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T16,acoustic detection,2014-11-13T16,2014-11-13T16,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T20,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 6 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T20,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T20,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-13T20,acoustic detection,2014-11-13T20,2014-11-13T20,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T13,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T13,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T13,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T13,acoustic detection,2014-11-14T13,2014-11-14T13,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T16,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T16,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T16,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T16,acoustic detection,2014-11-14T16,2014-11-14T16,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T17,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T17,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T17,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T17,acoustic detection,2014-11-14T17,2014-11-14T17,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T18,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T18,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T18,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-14T18,acoustic detection,2014-11-14T18,2014-11-14T18,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T18,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 12 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T18,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T18,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T18,acoustic detection,2014-11-29T18,2014-11-29T18,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T19,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T19,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T19,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2014-11-29T19,acoustic detection,2014-11-29T19,2014-11-29T19,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-15T23,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-15T23,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-15T23,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-15T23,acoustic detection,2015-02-15T23,2015-02-15T23,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T0,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T0,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T0,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T0,acoustic detection,2015-02-16T0,2015-02-16T0,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T13,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T13,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T13,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T13,acoustic detection,2015-02-16T13,2015-02-16T13,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T14,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T14,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T14,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-16T14,acoustic detection,2015-02-16T14,2015-02-16T14,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-18T15,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-18T15,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-18T15,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-18T15,acoustic detection,2015-02-18T15,2015-02-18T15,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-24T22,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-24T22,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-24T22,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-24T22,acoustic detection,2015-02-24T22,2015-02-24T22,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-25T1,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-25T1,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-25T1,,SAF.SAF,1,,,present,SSST-34078,SSST-34078,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34078_2015-02-25T1,acoustic detection,2015-02-25T1,2015-02-25T1,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-10-13T2,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 12 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-10-13T2,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-10-13T2,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-10-13T2,acoustic detection,2013-10-13T2,2013-10-13T2,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-11-02T14,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-11-02T14,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-11-02T14,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-11-02T14,acoustic detection,2013-11-02T14,2013-11-02T14,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T4,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T4,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T4,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T4,acoustic detection,2013-12-15T4,2013-12-15T4,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T5,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T5,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T5,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2013-12-15T5,acoustic detection,2013-12-15T5,2013-12-15T5,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2014-03-08T3,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2014-03-08T3,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2014-03-08T3,,SAF.SAF,1,,,present,SSST-34083,SSST-34083,individual,otn:SAF.SAF:SAF-CP002-VR2W-120146-2_SSST-34083_2014-03-08T3,acoustic detection,2014-03-08T3,2014-03-08T3,"LINE\ARRAY:CP, STATION:SAF-CP002",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
